accel_id,trip_id,timestamp,elapsed_seconds,acc_x_m_s2,acc_y_m_s2,acc_z_m_s2,accel_mag_m_s2,speed_kmh,event_label
ACC_TRIP002_00462,TRIP222,2024-02-06T07:22:42Z,462,0.19,-0.018,9.799,9.8,30.11,normal
ACC_TRIP002_00463,TRIP222,2024-02-06T07:22:43Z,463,0.082,-0.148,9.816,9.817,29.98,normal
ACC_TRIP002_00464,TRIP222,2024-02-06T07:22:44Z,464,-0.022,0.654,9.701,9.723,30.71,normal
ACC_TRIP002_00465,TRIP222,2024-02-06T07:22:45Z,465,-0.259,0.138,9.7,9.704,29.47,normal
ACC_TRIP002_00466,TRIP222,2024-02-06T07:22:46Z,466,-0.023,-0.374,9.794,9.801,29.74,normal
ACC_TRIP002_00467,TRIP222,2024-02-06T07:22:47Z,467,0.213,0.332,9.763,9.771,30.81,normal
ACC_TRIP002_00468,TRIP222,2024-02-06T07:22:48Z,468,0.064,0.179,9.873,9.875,30.03,normal
ACC_TRIP002_00469,TRIP222,2024-02-06T07:22:49Z,469,-0.122,-0.025,9.674,9.675,28.37,normal
ACC_TRIP002_00470,TRIP222,2024-02-06T07:22:50Z,470,0.294,-0.137,9.845,9.85,29.08,normal
ACC_TRIP002_00471,TRIP222,2024-02-06T07:22:51Z,471,0.001,0.361,9.895,9.902,27.25,normal
ACC_TRIP002_00472,TRIP222,2024-02-06T07:22:52Z,472,0.117,0.114,9.89,9.892,28.0,normal
ACC_TRIP002_00473,TRIP222,2024-02-06T07:22:53Z,473,0.166,-0.32,9.868,9.875,30.2,normal
ACC_TRIP002_00474,TRIP222,2024-02-06T07:22:54Z,474,-0.604,0.14,9.933,9.953,27.23,normal
ACC_TRIP002_00475,TRIP222,2024-02-06T07:22:55Z,475,-0.206,-0.335,9.83,9.838,26.62,normal
ACC_TRIP002_00476,TRIP222,2024-02-06T07:22:56Z,476,0.068,0.155,9.827,9.829,28.11,normal
ACC_TRIP002_00477,TRIP222,2024-02-06T07:22:57Z,477,0.157,0.108,9.96,9.962,26.12,normal
ACC_TRIP002_00478,TRIP222,2024-02-06T07:22:58Z,478,-0.28,0.442,9.819,9.833,26.66,normal
ACC_TRIP002_00479,TRIP222,2024-02-06T07:22:59Z,479,-0.072,0.257,10.007,10.01,26.41,normal
ACC_TRIP002_00480,TRIP222,2024-02-06T07:23:00Z,480,-0.029,0.109,9.943,9.943,27.57,normal
ACC_TRIP002_00481,TRIP222,2024-02-06T07:23:01Z,481,0.618,-0.019,9.794,9.813,29.91,normal
ACC_TRIP002_00482,TRIP222,2024-02-06T07:23:02Z,482,0.374,-0.147,9.846,9.854,30.56,normal
ACC_TRIP002_00483,TRIP222,2024-02-06T07:23:03Z,483,-0.139,0.019,9.767,9.768,30.62,normal
ACC_TRIP002_00484,TRIP222,2024-02-06T07:23:04Z,484,0.255,0.032,9.844,9.847,31.34,normal
ACC_TRIP002_00485,TRIP222,2024-02-06T07:23:05Z,485,0.195,0.795,9.743,9.777,29.35,normal
ACC_TRIP002_00486,TRIP222,2024-02-06T07:23:06Z,486,0.11,0.144,9.903,9.905,32.37,normal
ACC_TRIP002_00487,TRIP222,2024-02-06T07:23:07Z,487,0.431,0.079,9.71,9.72,33.58,normal
ACC_TRIP002_00488,TRIP222,2024-02-06T07:23:08Z,488,0.2,-0.088,9.921,9.923,33.0,normal
ACC_TRIP002_00489,TRIP222,2024-02-06T07:23:09Z,489,0.259,-0.195,9.822,9.827,35.5,normal
ACC_TRIP002_00490,TRIP222,2024-02-06T07:23:10Z,490,0.365,-0.047,9.891,9.898,34.02,normal
ACC_TRIP002_00491,TRIP222,2024-02-06T07:23:11Z,491,0.359,-0.073,9.819,9.826,36.38,normal
ACC_TRIP002_00492,TRIP222,2024-02-06T07:23:12Z,492,-0.048,-0.071,9.754,9.754,37.32,normal
ACC_TRIP002_00493,TRIP222,2024-02-06T07:23:13Z,493,0.112,0.009,9.759,9.76,35.44,normal
ACC_TRIP002_00494,TRIP222,2024-02-06T07:23:14Z,494,0.316,0.3,9.713,9.723,33.99,normal
ACC_TRIP002_00495,TRIP222,2024-02-06T07:23:15Z,495,-0.267,-0.042,9.846,9.85,34.86,normal
ACC_TRIP002_00496,TRIP222,2024-02-06T07:23:16Z,496,0.193,0.229,9.76,9.765,34.6,normal
ACC_TRIP002_00497,TRIP222,2024-02-06T07:23:17Z,497,-0.261,0.459,9.773,9.787,34.15,normal
ACC_TRIP002_00498,TRIP222,2024-02-06T07:23:18Z,498,0.443,0.29,9.629,9.643,33.81,normal
ACC_TRIP002_00499,TRIP222,2024-02-06T07:23:19Z,499,0.08,0.288,9.74,9.744,32.12,normal
ACC_TRIP002_00500,TRIP222,2024-02-06T07:23:20Z,500,0.234,-0.296,9.797,9.804,32.04,normal
ACC_TRIP002_00501,TRIP222,2024-02-06T07:23:21Z,501,0.02,0.172,9.823,9.824,30.89,normal
ACC_TRIP002_00502,TRIP222,2024-02-06T07:23:22Z,502,0.239,-0.046,9.725,9.728,33.08,normal
ACC_TRIP002_00503,TRIP222,2024-02-06T07:23:23Z,503,-0.206,0.304,9.756,9.763,33.16,normal
ACC_TRIP002_00504,TRIP222,2024-02-06T07:23:24Z,504,0.388,0.635,9.806,9.834,32.01,normal
ACC_TRIP002_00505,TRIP222,2024-02-06T07:23:25Z,505,-0.263,-0.001,9.68,9.683,34.18,normal
ACC_TRIP002_00506,TRIP222,2024-02-06T07:23:26Z,506,-0.244,0.184,9.869,9.874,34.8,normal
ACC_TRIP002_00507,TRIP222,2024-02-06T07:23:27Z,507,0.205,0.267,9.683,9.688,33.56,normal
ACC_TRIP002_00508,TRIP222,2024-02-06T07:23:28Z,508,0.224,-0.517,9.731,9.747,34.26,normal
ACC_TRIP002_00509,TRIP222,2024-02-06T07:23:29Z,509,-0.365,0.308,9.768,9.779,35.54,normal
ACC_TRIP002_00510,TRIP222,2024-02-06T07:23:30Z,510,0.345,-0.353,9.751,9.764,35.93,normal
ACC_TRIP002_00511,TRIP222,2024-02-06T07:23:31Z,511,0.31,-0.38,9.748,9.761,36.25,normal
ACC_TRIP002_00512,TRIP222,2024-02-06T07:23:32Z,512,-0.055,-0.133,9.561,9.562,35.88,normal
ACC_TRIP002_00513,TRIP222,2024-02-06T07:23:33Z,513,-0.172,-0.193,9.835,9.838,37.98,normal
ACC_TRIP002_00514,TRIP222,2024-02-06T07:23:34Z,514,0.161,0.193,9.769,9.773,39.67,normal
ACC_TRIP002_00515,TRIP222,2024-02-06T07:23:35Z,515,0.605,0.097,9.767,9.786,39.76,normal
ACC_TRIP002_00516,TRIP222,2024-02-06T07:23:36Z,516,-0.141,0.627,9.894,9.915,40.62,normal
ACC_TRIP002_00517,TRIP222,2024-02-06T07:23:37Z,517,0.39,0.473,9.864,9.883,39.87,normal
ACC_TRIP002_00518,TRIP222,2024-02-06T07:23:38Z,518,-0.287,-0.26,9.792,9.799,41.68,normal
ACC_TRIP002_00519,TRIP222,2024-02-06T07:23:39Z,519,0.433,-0.253,9.98,9.993,40.02,normal
ACC_TRIP002_00520,TRIP222,2024-02-06T07:23:40Z,520,0.051,0.689,9.657,9.682,41.92,normal
ACC_TRIP002_00521,TRIP222,2024-02-06T07:23:41Z,521,0.005,0.051,9.757,9.757,43.9,normal
ACC_TRIP002_00522,TRIP222,2024-02-06T07:23:42Z,522,-0.079,-0.154,9.743,9.744,45.28,normal
ACC_TRIP002_00523,TRIP222,2024-02-06T07:23:43Z,523,0.133,-0.007,9.838,9.839,44.63,normal
ACC_TRIP002_00524,TRIP222,2024-02-06T07:23:44Z,524,0.099,-0.257,9.773,9.777,46.19,normal
ACC_TRIP002_00525,TRIP222,2024-02-06T07:23:45Z,525,-0.039,-0.053,9.734,9.734,45.92,normal
ACC_TRIP002_00526,TRIP222,2024-02-06T07:23:46Z,526,0.441,-0.318,9.79,9.805,43.54,normal
ACC_TRIP002_00527,TRIP222,2024-02-06T07:23:47Z,527,-0.314,0.38,9.638,9.65,44.73,normal
ACC_TRIP002_00528,TRIP222,2024-02-06T07:23:48Z,528,0.02,-0.269,9.86,9.864,41.83,normal
ACC_TRIP002_00529,TRIP222,2024-02-06T07:23:49Z,529,0.962,-0.222,9.738,9.788,43.97,normal
ACC_TRIP002_00530,TRIP222,2024-02-06T07:23:50Z,530,-0.015,-0.021,9.682,9.683,40.71,normal
ACC_TRIP002_00531,TRIP222,2024-02-06T07:23:51Z,531,0.032,0.358,9.91,9.917,38.3,normal
ACC_TRIP002_00532,TRIP222,2024-02-06T07:23:52Z,532,0.184,-0.267,9.893,9.898,37.7,normal
ACC_TRIP002_00533,TRIP222,2024-02-06T07:23:53Z,533,0.208,0.118,9.883,9.885,39.46,normal
ACC_TRIP002_00534,TRIP222,2024-02-06T07:23:54Z,534,-0.473,0.054,9.921,9.932,38.22,normal
ACC_TRIP002_00535,TRIP222,2024-02-06T07:23:55Z,535,-0.494,0.193,9.788,9.802,39.57,normal
ACC_TRIP002_00536,TRIP222,2024-02-06T07:23:56Z,536,0.22,-0.083,9.855,9.858,38.55,normal
ACC_TRIP002_00537,TRIP222,2024-02-06T07:23:57Z,537,0.02,0.088,9.749,9.749,36.4,normal
ACC_TRIP002_00538,TRIP222,2024-02-06T07:23:58Z,538,0.221,-0.066,9.919,9.922,35.77,normal
ACC_TRIP002_00539,TRIP222,2024-02-06T07:23:59Z,539,0.553,-0.033,9.811,9.827,34.05,normal
ACC_TRIP002_00540,TRIP222,2024-02-06T07:24:00Z,540,-0.784,-0.15,9.868,9.9,33.91,normal
ACC_TRIP002_00541,TRIP222,2024-02-06T07:24:01Z,541,0.077,0.458,9.889,9.9,31.24,normal
ACC_TRIP002_00542,TRIP222,2024-02-06T07:24:02Z,542,-0.088,0.142,9.798,9.8,31.25,normal
ACC_TRIP002_00543,TRIP222,2024-02-06T07:24:03Z,543,-0.541,-0.139,9.69,9.706,30.29,normal
ACC_TRIP002_00544,TRIP222,2024-02-06T07:24:04Z,544,-0.496,-0.079,9.654,9.668,32.11,normal
ACC_TRIP002_00545,TRIP222,2024-02-06T07:24:05Z,545,-0.322,0.112,9.674,9.68,33.66,normal
ACC_TRIP002_00546,TRIP222,2024-02-06T07:24:06Z,546,-0.399,-0.208,9.951,9.961,35.28,normal
ACC_TRIP002_00547,TRIP222,2024-02-06T07:24:07Z,547,-0.038,-0.133,9.975,9.976,33.95,normal
ACC_TRIP002_00548,TRIP222,2024-02-06T07:24:08Z,548,-0.592,0.085,9.71,9.729,34.89,normal
ACC_TRIP002_00549,TRIP222,2024-02-06T07:24:09Z,549,0.112,0.422,9.888,9.897,36.02,normal
ACC_TRIP002_00550,TRIP222,2024-02-06T07:24:10Z,550,0.221,0.226,9.735,9.74,34.35,normal
ACC_TRIP002_00551,TRIP222,2024-02-06T07:24:11Z,551,0.367,0.282,9.762,9.773,35.89,normal
ACC_TRIP002_00552,TRIP222,2024-02-06T07:24:12Z,552,0.205,-0.082,9.736,9.739,36.69,normal
ACC_TRIP002_00553,TRIP222,2024-02-06T07:24:13Z,553,-0.288,0.054,9.792,9.796,35.71,normal
ACC_TRIP002_00554,TRIP222,2024-02-06T07:24:14Z,554,0.433,-0.234,9.748,9.76,35.4,normal
ACC_TRIP002_00555,TRIP222,2024-02-06T07:24:15Z,555,-0.51,0.09,9.789,9.803,33.79,normal
ACC_TRIP002_00556,TRIP222,2024-02-06T07:24:16Z,556,0.408,0.089,9.933,9.942,35.22,normal
ACC_TRIP002_00557,TRIP222,2024-02-06T07:24:17Z,557,-0.493,0.224,9.848,9.863,33.02,normal
ACC_TRIP002_00558,TRIP222,2024-02-06T07:24:18Z,558,0.009,-0.203,9.771,9.773,31.73,normal
ACC_TRIP002_00559,TRIP222,2024-02-06T07:24:19Z,559,0.023,-0.294,9.744,9.749,31.88,normal
ACC_TRIP002_00560,TRIP222,2024-02-06T07:24:20Z,560,-0.051,0.106,9.855,9.856,35.19,normal
ACC_TRIP002_00561,TRIP222,2024-02-06T07:24:21Z,561,-0.209,0.369,9.85,9.859,35.21,normal
ACC_TRIP002_00562,TRIP222,2024-02-06T07:24:22Z,562,-0.172,0.265,9.83,9.836,36.77,normal
ACC_TRIP002_00563,TRIP222,2024-02-06T07:24:23Z,563,-0.216,-0.426,9.719,9.731,36.68,normal
ACC_TRIP002_00564,TRIP222,2024-02-06T07:24:24Z,564,0.092,0.226,9.668,9.671,37.01,normal
ACC_TRIP002_00565,TRIP222,2024-02-06T07:24:25Z,565,0.211,-0.054,9.657,9.66,37.49,normal
ACC_TRIP002_00566,TRIP222,2024-02-06T07:24:26Z,566,-0.294,-0.088,9.69,9.695,36.05,normal
ACC_TRIP002_00567,TRIP222,2024-02-06T07:24:27Z,567,0.241,0.366,9.774,9.784,37.29,normal
ACC_TRIP002_00568,TRIP222,2024-02-06T07:24:28Z,568,-0.348,0.03,9.699,9.705,36.88,normal
ACC_TRIP002_00569,TRIP222,2024-02-06T07:24:29Z,569,0.485,0.265,9.694,9.71,36.3,normal
ACC_TRIP002_00570,TRIP222,2024-02-06T07:24:30Z,570,0.408,0.125,9.77,9.779,38.08,normal
ACC_TRIP002_00571,TRIP222,2024-02-06T07:24:31Z,571,-0.04,-0.052,9.924,9.924,38.93,normal
ACC_TRIP002_00572,TRIP222,2024-02-06T07:24:32Z,572,0.638,-0.236,9.781,9.804,36.63,normal
ACC_TRIP002_00573,TRIP222,2024-02-06T07:24:33Z,573,0.11,-0.402,9.966,9.975,36.72,normal
ACC_TRIP002_00574,TRIP222,2024-02-06T07:24:34Z,574,0.066,0.019,9.846,9.846,36.72,normal
ACC_TRIP002_00575,TRIP222,2024-02-06T07:24:35Z,575,-0.283,-0.318,9.662,9.671,35.79,normal
ACC_TRIP002_00576,TRIP222,2024-02-06T07:24:36Z,576,-0.311,0.424,9.818,9.832,37.05,normal
ACC_TRIP002_00577,TRIP222,2024-02-06T07:24:37Z,577,-0.177,-0.828,9.928,9.964,37.05,normal
ACC_TRIP002_00578,TRIP222,2024-02-06T07:24:38Z,578,-0.699,-0.08,9.783,9.808,38.06,normal
ACC_TRIP002_00579,TRIP222,2024-02-06T07:24:39Z,579,-0.327,0.094,9.883,9.889,38.22,normal
ACC_TRIP002_00580,TRIP222,2024-02-06T07:24:40Z,580,-0.083,0.095,9.709,9.71,38.92,normal
ACC_TRIP002_00581,TRIP222,2024-02-06T07:24:41Z,581,-0.011,0.081,9.83,9.83,37.25,normal
ACC_TRIP002_00582,TRIP222,2024-02-06T07:24:42Z,582,0.065,0.07,9.787,9.788,36.41,normal
ACC_TRIP002_00583,TRIP222,2024-02-06T07:24:43Z,583,0.033,-0.031,9.609,9.609,36.45,normal
ACC_TRIP002_00584,TRIP222,2024-02-06T07:24:44Z,584,-0.229,-0.272,9.779,9.785,34.17,normal
ACC_TRIP002_00585,TRIP222,2024-02-06T07:24:45Z,585,-0.245,-0.325,9.874,9.883,34.35,normal
ACC_TRIP002_00586,TRIP222,2024-02-06T07:24:46Z,586,0.431,-0.225,9.852,9.864,35.47,normal
ACC_TRIP002_00587,TRIP222,2024-02-06T07:24:47Z,587,0.231,0.2,9.875,9.88,34.3,normal
ACC_TRIP002_00588,TRIP222,2024-02-06T07:24:48Z,588,-0.067,-0.053,9.789,9.789,31.52,normal
ACC_TRIP002_00589,TRIP222,2024-02-06T07:24:49Z,589,-0.066,0.021,9.958,9.959,33.78,normal
ACC_TRIP002_00590,TRIP222,2024-02-06T07:24:50Z,590,-0.209,-0.076,9.768,9.771,32.95,normal
ACC_TRIP002_00591,TRIP222,2024-02-06T07:24:51Z,591,-0.339,-0.265,9.806,9.815,32.38,normal
ACC_TRIP002_00592,TRIP222,2024-02-06T07:24:52Z,592,-0.332,-0.172,9.727,9.734,31.68,normal
ACC_TRIP002_00593,TRIP222,2024-02-06T07:24:53Z,593,0.469,-0.314,9.872,9.889,32.21,normal
ACC_TRIP002_00594,TRIP222,2024-02-06T07:24:54Z,594,0.063,-0.435,9.731,9.741,30.55,normal
ACC_TRIP002_00595,TRIP222,2024-02-06T07:24:55Z,595,-0.32,-0.001,9.762,9.767,31.11,normal
ACC_TRIP002_00596,TRIP222,2024-02-06T07:24:56Z,596,0.036,-0.086,9.659,9.66,34.64,normal
ACC_TRIP002_00597,TRIP222,2024-02-06T07:24:57Z,597,0.379,-0.119,9.872,9.88,32.6,normal
ACC_TRIP002_00598,TRIP222,2024-02-06T07:24:58Z,598,-0.733,0.193,9.769,9.798,30.59,normal
ACC_TRIP002_00599,TRIP222,2024-02-06T07:24:59Z,599,0.129,-0.046,9.819,9.819,31.15,normal
ACC_TRIP002_00600,TRIP222,2024-02-06T07:25:00Z,600,-4.324,0.343,9.891,10.801,15.09,hard_brake
ACC_TRIP002_00601,TRIP222,2024-02-06T07:25:01Z,601,0.303,-0.354,9.669,9.68,11.56,normal
ACC_TRIP002_00602,TRIP222,2024-02-06T07:25:02Z,602,0.242,-0.176,9.955,9.959,14.31,normal
ACC_TRIP002_00603,TRIP222,2024-02-06T07:25:03Z,603,0.116,-0.071,9.943,9.943,13.14,normal
ACC_TRIP002_00604,TRIP222,2024-02-06T07:25:04Z,604,-0.666,0.583,9.696,9.737,14.1,normal
ACC_TRIP002_00605,TRIP222,2024-02-06T07:25:05Z,605,-0.1,0.103,9.756,9.757,15.06,normal
ACC_TRIP002_00606,TRIP222,2024-02-06T07:25:06Z,606,-0.207,-0.037,9.75,9.752,14.34,normal
ACC_TRIP002_00607,TRIP222,2024-02-06T07:25:07Z,607,0.034,-0.003,9.758,9.758,13.33,normal
ACC_TRIP002_00608,TRIP222,2024-02-06T07:25:08Z,608,0.273,-0.471,9.629,9.644,16.17,normal
ACC_TRIP002_00609,TRIP222,2024-02-06T07:25:09Z,609,-0.046,-0.041,9.795,9.796,13.88,normal
ACC_TRIP002_00610,TRIP222,2024-02-06T07:25:10Z,610,0.301,0.21,9.802,9.809,13.26,normal
ACC_TRIP002_00611,TRIP222,2024-02-06T07:25:11Z,611,-0.054,0.101,9.906,9.907,14.56,normal
ACC_TRIP002_00612,TRIP222,2024-02-06T07:25:12Z,612,0.247,-0.247,9.795,9.801,15.34,normal
ACC_TRIP002_00613,TRIP222,2024-02-06T07:25:13Z,613,-0.46,0.067,9.847,9.858,17.35,normal
ACC_TRIP002_00614,TRIP222,2024-02-06T07:25:14Z,614,-0.017,-0.348,9.79,9.797,14.57,normal
ACC_TRIP002_00615,TRIP222,2024-02-06T07:25:15Z,615,-0.277,0.331,9.791,9.8,13.75,normal
ACC_TRIP002_00616,TRIP222,2024-02-06T07:25:16Z,616,0.104,-0.174,9.82,9.822,8.81,normal
ACC_TRIP002_00617,TRIP222,2024-02-06T07:25:17Z,617,-0.638,-0.547,9.905,9.94,9.62,normal
ACC_TRIP002_00618,TRIP222,2024-02-06T07:25:18Z,618,0.056,-0.318,9.584,9.589,9.96,normal
ACC_TRIP002_00619,TRIP222,2024-02-06T07:25:19Z,619,-0.291,0.167,9.886,9.892,11.27,normal
ACC_TRIP002_00620,TRIP222,2024-02-06T07:25:20Z,620,-0.204,-0.246,9.954,9.959,9.87,normal
ACC_TRIP002_00621,TRIP222,2024-02-06T07:25:21Z,621,0.186,-0.215,9.769,9.773,9.75,normal
ACC_TRIP002_00622,TRIP222,2024-02-06T07:25:22Z,622,-0.71,0.971,9.745,9.819,9.16,pothole
ACC_TRIP002_00623,TRIP222,2024-02-06T07:25:23Z,623,0.519,0.286,9.841,9.859,9.01,normal
ACC_TRIP002_00624,TRIP222,2024-02-06T07:25:24Z,624,-0.177,0.12,9.722,9.724,8.84,normal
ACC_TRIP002_00625,TRIP222,2024-02-06T07:25:25Z,625,-0.335,0.039,9.803,9.809,11.03,normal
ACC_TRIP002_00626,TRIP222,2024-02-06T07:25:26Z,626,-0.543,0.646,9.87,9.906,11.99,normal
ACC_TRIP002_00627,TRIP222,2024-02-06T07:25:27Z,627,-0.052,-0.79,9.956,9.987,13.23,normal
ACC_TRIP002_00628,TRIP222,2024-02-06T07:25:28Z,628,-0.148,0.037,9.884,9.885,12.92,normal
ACC_TRIP002_00629,TRIP222,2024-02-06T07:25:29Z,629,0.285,0.032,9.788,9.792,11.92,normal
ACC_TRIP002_00630,TRIP222,2024-02-06T07:25:30Z,630,-0.015,-0.22,9.814,9.817,15.02,normal
ACC_TRIP002_00631,TRIP222,2024-02-06T07:25:31Z,631,0.006,0.174,9.731,9.733,15.04,normal
ACC_TRIP002_00632,TRIP222,2024-02-06T07:25:32Z,632,0.341,-0.259,9.82,9.829,15.13,normal
ACC_TRIP002_00633,TRIP222,2024-02-06T07:25:33Z,633,-0.439,-0.036,9.817,9.826,15.25,normal
ACC_TRIP002_00634,TRIP222,2024-02-06T07:25:34Z,634,0.38,-0.186,9.987,9.996,17.44,normal
ACC_TRIP002_00635,TRIP222,2024-02-06T07:25:35Z,635,-0.321,-0.263,9.791,9.8,14.87,normal
ACC_TRIP002_00636,TRIP222,2024-02-06T07:25:36Z,636,0.679,-0.312,9.79,9.819,14.16,normal
ACC_TRIP002_00637,TRIP222,2024-02-06T07:25:37Z,637,-0.063,0.57,9.773,9.79,13.36,normal
ACC_TRIP002_00638,TRIP222,2024-02-06T07:25:38Z,638,-0.299,0.102,9.694,9.699,11.49,normal
ACC_TRIP002_00639,TRIP222,2024-02-06T07:25:39Z,639,-0.024,0.09,9.695,9.695,12.92,normal
ACC_TRIP002_00640,TRIP222,2024-02-06T07:25:40Z,640,0.041,-0.134,9.865,9.866,11.0,normal
ACC_TRIP002_00641,TRIP222,2024-02-06T07:25:41Z,641,-0.356,0.294,9.802,9.813,14.23,normal
ACC_TRIP002_00642,TRIP222,2024-02-06T07:25:42Z,642,-0.006,0.308,9.761,9.766,12.52,normal
ACC_TRIP002_00643,TRIP222,2024-02-06T07:25:43Z,643,-0.008,-0.406,9.78,9.788,11.47,normal
ACC_TRIP002_00644,TRIP222,2024-02-06T07:25:44Z,644,0.349,-0.087,9.688,9.695,11.35,normal
ACC_TRIP002_00645,TRIP222,2024-02-06T07:25:45Z,645,-0.048,0.237,9.742,9.745,12.58,normal
ACC_TRIP002_00646,TRIP222,2024-02-06T07:25:46Z,646,0.074,0.176,9.783,9.785,9.29,normal
ACC_TRIP002_00647,TRIP222,2024-02-06T07:25:47Z,647,-0.087,0.124,9.78,9.781,10.88,normal
ACC_TRIP002_00648,TRIP222,2024-02-06T07:25:48Z,648,0.408,-0.299,9.846,9.86,10.12,normal
ACC_TRIP002_00649,TRIP222,2024-02-06T07:25:49Z,649,0.104,-0.5,9.615,9.629,9.51,normal
ACC_TRIP002_00650,TRIP222,2024-02-06T07:25:50Z,650,-0.23,-0.067,9.882,9.885,10.18,normal
ACC_TRIP002_00651,TRIP222,2024-02-06T07:25:51Z,651,-0.734,0.356,9.733,9.767,9.49,normal
ACC_TRIP002_00652,TRIP222,2024-02-06T07:25:52Z,652,-0.245,-0.039,9.776,9.779,11.23,normal
ACC_TRIP002_00653,TRIP222,2024-02-06T07:25:53Z,653,0.285,-0.367,9.729,9.74,11.55,normal
ACC_TRIP002_00654,TRIP222,2024-02-06T07:25:54Z,654,-0.565,0.13,9.687,9.705,12.16,normal
ACC_TRIP002_00655,TRIP222,2024-02-06T07:25:55Z,655,0.036,-0.286,9.81,9.815,11.41,normal
ACC_TRIP002_00656,TRIP222,2024-02-06T07:25:56Z,656,0.053,0.2,9.806,9.808,9.83,normal
ACC_TRIP002_00657,TRIP222,2024-02-06T07:25:57Z,657,-0.038,0.357,9.823,9.83,9.83,normal
ACC_TRIP002_00658,TRIP222,2024-02-06T07:25:58Z,658,0.32,0.011,9.875,9.88,9.77,normal
ACC_TRIP002_00659,TRIP222,2024-02-06T07:25:59Z,659,-0.39,-0.184,9.813,9.822,10.23,normal
ACC_TRIP002_00660,TRIP222,2024-02-06T07:26:00Z,660,-0.219,-0.303,9.874,9.881,12.03,normal
ACC_TRIP002_00661,TRIP222,2024-02-06T07:26:01Z,661,-0.084,-0.661,9.68,9.703,11.78,normal
ACC_TRIP002_00662,TRIP222,2024-02-06T07:26:02Z,662,-0.481,0.275,9.833,9.848,13.11,normal
ACC_TRIP002_00663,TRIP222,2024-02-06T07:26:03Z,663,0.165,0.084,9.673,9.674,12.14,normal
ACC_TRIP002_00664,TRIP222,2024-02-06T07:26:04Z,664,0.0,-0.091,9.749,9.75,12.43,normal
ACC_TRIP002_00665,TRIP222,2024-02-06T07:26:05Z,665,-0.02,-0.375,9.692,9.699,12.85,normal
ACC_TRIP002_00666,TRIP222,2024-02-06T07:26:06Z,666,0.246,0.16,9.713,9.718,11.26,normal
ACC_TRIP002_00667,TRIP222,2024-02-06T07:26:07Z,667,0.107,0.207,9.772,9.774,9.71,normal
ACC_TRIP002_00668,TRIP222,2024-02-06T07:26:08Z,668,-0.076,0.067,9.747,9.747,9.49,normal
ACC_TRIP002_00669,TRIP222,2024-02-06T07:26:09Z,669,-0.378,-0.018,9.8,9.807,6.27,normal
ACC_TRIP002_00670,TRIP222,2024-02-06T07:26:10Z,670,-0.192,0.432,9.776,9.787,7.24,normal
ACC_TRIP002_00671,TRIP222,2024-02-06T07:26:11Z,671,-0.079,0.068,9.592,9.593,7.84,normal
ACC_TRIP002_00672,TRIP222,2024-02-06T07:26:12Z,672,-0.174,-0.113,9.711,9.713,8.23,normal
ACC_TRIP002_00673,TRIP222,2024-02-06T07:26:13Z,673,0.189,0.21,9.926,9.93,9.91,normal
ACC_TRIP002_00674,TRIP222,2024-02-06T07:26:14Z,674,-0.062,0.199,9.829,9.832,10.36,normal
ACC_TRIP002_00675,TRIP222,2024-02-06T07:26:15Z,675,-0.408,-0.213,9.954,9.965,11.02,normal
ACC_TRIP002_00676,TRIP222,2024-02-06T07:26:16Z,676,-0.401,0.126,9.89,9.899,10.6,normal
ACC_TRIP002_00677,TRIP222,2024-02-06T07:26:17Z,677,-0.255,-0.032,9.881,9.885,7.39,normal
ACC_TRIP002_00678,TRIP222,2024-02-06T07:26:18Z,678,0.17,0.016,9.635,9.636,9.2,normal
ACC_TRIP002_00679,TRIP222,2024-02-06T07:26:19Z,679,0.205,-0.126,9.709,9.712,8.68,normal
ACC_TRIP002_00680,TRIP222,2024-02-06T07:26:20Z,680,0.097,-0.594,9.813,9.832,10.52,normal
ACC_TRIP002_00681,TRIP222,2024-02-06T07:26:21Z,681,-0.218,0.424,9.768,9.78,12.35,normal
ACC_TRIP002_00682,TRIP222,2024-02-06T07:26:22Z,682,0.505,0.175,10.052,10.066,12.25,normal
ACC_TRIP002_00683,TRIP222,2024-02-06T07:26:23Z,683,0.011,0.081,9.642,9.642,13.2,normal
ACC_TRIP002_00684,TRIP222,2024-02-06T07:26:24Z,684,-0.132,-0.034,9.918,9.919,12.83,normal
ACC_TRIP002_00685,TRIP222,2024-02-06T07:26:25Z,685,0.268,-0.206,9.927,9.933,14.98,normal
ACC_TRIP002_00686,TRIP222,2024-02-06T07:26:26Z,686,-0.252,0.012,9.888,9.892,15.23,normal
ACC_TRIP002_00687,TRIP222,2024-02-06T07:26:27Z,687,0.23,0.783,9.771,9.805,14.72,normal
ACC_TRIP002_00688,TRIP222,2024-02-06T07:26:28Z,688,0.33,0.14,9.568,9.574,16.85,normal
ACC_TRIP002_00689,TRIP222,2024-02-06T07:26:29Z,689,0.279,0.091,9.727,9.732,16.7,normal
ACC_TRIP002_00690,TRIP222,2024-02-06T07:26:30Z,690,-0.063,-0.222,9.853,9.855,16.02,normal
ACC_TRIP002_00691,TRIP222,2024-02-06T07:26:31Z,691,0.268,0.525,9.774,9.792,15.38,normal
ACC_TRIP002_00692,TRIP222,2024-02-06T07:26:32Z,692,-0.058,0.417,9.776,9.785,16.66,normal
ACC_TRIP002_00693,TRIP222,2024-02-06T07:26:33Z,693,0.445,0.395,9.758,9.776,18.69,normal
