audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec
AUD828,TRIP221,06-02-2024 06:13:47,827,53,quiet,0
AUD829,TRIP221,06-02-2024 06:13:48,828,56,normal,0
AUD830,TRIP221,06-02-2024 06:13:49,829,52,quiet,0
AUD831,TRIP221,06-02-2024 06:13:50,830,61,normal,0
AUD832,TRIP221,06-02-2024 06:13:51,831,51,quiet,0
AUD833,TRIP221,06-02-2024 06:13:52,832,57,normal,0
AUD834,TRIP221,06-02-2024 06:13:53,833,54,quiet,0
AUD835,TRIP221,06-02-2024 06:13:54,834,61,normal,0
AUD836,TRIP221,06-02-2024 06:13:55,835,63,conversation,0
AUD837,TRIP221,06-02-2024 06:13:56,836,67,conversation,0
AUD838,TRIP221,06-02-2024 06:13:57,837,63,conversation,0
AUD839,TRIP221,06-02-2024 06:13:58,838,58,normal,0
AUD840,TRIP221,06-02-2024 06:13:59,839,69,conversation,0
AUD841,TRIP221,06-02-2024 06:14:00,840,65,conversation,0
AUD842,TRIP221,06-02-2024 06:14:01,841,61,normal,0
AUD843,TRIP221,06-02-2024 06:14:02,842,58,normal,0
AUD844,TRIP221,06-02-2024 06:14:03,843,54,quiet,0
AUD845,TRIP221,06-02-2024 06:14:04,844,63,conversation,0
AUD846,TRIP221,06-02-2024 06:14:05,845,64,conversation,0
AUD847,TRIP221,06-02-2024 06:14:06,846,56,normal,0
AUD848,TRIP221,06-02-2024 06:14:07,847,57,normal,0
AUD849,TRIP221,06-02-2024 06:14:08,848,60,normal,0
AUD850,TRIP221,06-02-2024 06:14:09,849,58,normal,0
AUD851,TRIP221,06-02-2024 06:14:10,850,65,conversation,0
AUD852,TRIP221,06-02-2024 06:14:11,851,54,quiet,0
AUD853,TRIP221,06-02-2024 06:14:12,852,50,quiet,0
AUD854,TRIP221,06-02-2024 06:14:13,853,58,normal,0
AUD855,TRIP221,06-02-2024 06:14:14,854,51,quiet,0
AUD856,TRIP221,06-02-2024 06:14:15,855,60,normal,0
AUD857,TRIP221,06-02-2024 06:14:16,856,59,normal,0
AUD858,TRIP221,06-02-2024 06:14:17,857,65,conversation,0
AUD859,TRIP221,06-02-2024 06:14:18,858,70,conversation,0
AUD860,TRIP221,06-02-2024 06:14:19,859,70,conversation,0
AUD861,TRIP221,06-02-2024 06:14:20,860,50,quiet,0
AUD862,TRIP221,06-02-2024 06:14:21,861,66,conversation,0
AUD863,TRIP221,06-02-2024 06:14:22,862,55,normal,0
AUD864,TRIP221,06-02-2024 06:14:23,863,63,conversation,0
AUD865,TRIP221,06-02-2024 06:14:24,864,55,normal,0
AUD866,TRIP221,06-02-2024 06:14:25,865,51,quiet,0
AUD867,TRIP221,06-02-2024 06:14:26,866,53,quiet,0
AUD868,TRIP221,06-02-2024 06:14:27,867,64,conversation,0
AUD869,TRIP221,06-02-2024 06:14:28,868,69,conversation,0
AUD870,TRIP221,06-02-2024 06:14:29,869,66,conversation,0
AUD871,TRIP221,06-02-2024 06:14:30,870,50,quiet,0
AUD872,TRIP221,06-02-2024 06:14:31,871,69,conversation,0
AUD873,TRIP221,06-02-2024 06:14:32,872,51,quiet,0
AUD874,TRIP221,06-02-2024 06:14:33,873,54,quiet,0
AUD875,TRIP221,06-02-2024 06:14:34,874,54,quiet,0
AUD876,TRIP221,06-02-2024 06:14:35,875,68,conversation,0
AUD877,TRIP221,06-02-2024 06:14:36,876,66,conversation,0
AUD878,TRIP221,06-02-2024 06:14:37,877,64,conversation,0
AUD879,TRIP221,06-02-2024 06:14:38,878,68,conversation,0
AUD880,TRIP221,06-02-2024 06:14:39,879,62,conversation,0
AUD881,TRIP221,06-02-2024 06:14:40,880,51,quiet,0
AUD882,TRIP221,06-02-2024 06:14:41,881,62,conversation,0
AUD883,TRIP221,06-02-2024 06:14:42,882,60,normal,0
AUD884,TRIP221,06-02-2024 06:14:43,883,57,normal,0
AUD885,TRIP221,06-02-2024 06:14:44,884,66,conversation,0
AUD886,TRIP221,06-02-2024 06:14:45,885,51,quiet,0
AUD887,TRIP221,06-02-2024 06:14:46,886,68,conversation,0
AUD888,TRIP221,06-02-2024 06:14:47,887,64,conversation,0
AUD889,TRIP221,06-02-2024 06:14:48,888,66,conversation,0
AUD890,TRIP221,06-02-2024 06:14:49,889,55,normal,0
AUD891,TRIP221,06-02-2024 06:14:50,890,69,conversation,0
AUD892,TRIP221,06-02-2024 06:14:51,891,67,conversation,0
AUD893,TRIP221,06-02-2024 06:14:52,892,68,conversation,0
AUD894,TRIP221,06-02-2024 06:14:53,893,69,conversation,0
AUD895,TRIP221,06-02-2024 06:14:54,894,54,quiet,0
AUD896,TRIP221,06-02-2024 06:14:55,895,61,normal,0
AUD897,TRIP221,06-02-2024 06:14:56,896,53,quiet,0
AUD898,TRIP221,06-02-2024 06:14:57,897,56,normal,0
AUD899,TRIP221,06-02-2024 06:14:58,898,56,normal,0
AUD900,TRIP221,06-02-2024 06:14:59,899,67,conversation,0
